Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Trend,Ave,Upper,Lower
DHFL,EQ,426.65,429.5,434.4,427.05,431.0,431.4,430.94,1160661,500175906.3,15111,295581,25.47,0.0,Slight or No change,,,
DHFL,EQ,431.4,431.0,433.8,421.65,424.05,424.45,425.13,1662805,706915227.6,31644,681320,40.97,-1.6110338433008795,Negative,,,
DHFL,EQ,424.45,424.5,432.5,420.1,428.3,429.0,428.13,1443843,618148331.2,20808,371928,25.76,1.0719754977029041,Positive,,,
DHFL,EQ,429.0,424.95,427.9,416.55,418.5,417.95,422.22,1639654,692300664.05,32812,534358,32.59,-2.575757575757576,Negative,,,
DHFL,EQ,417.95,423.0,426.45,398.65,405.9,404.2,411.93,2693962,1109715622.8,33554,884888,32.85,-3.289867208996289,Among top losers,,,
DHFL,EQ,404.2,408.0,412.15,400.25,403.9,404.0,405.76,1636114,663874862.95,21505,445687,27.24,-0.04948045522018552,Slight or No change,,,
DHFL,EQ,404.0,405.95,411.8,387.2,400.5,402.0,400.48,2322519,930124260.75,30348,489515,21.08,-0.4950495049504955,Slight or No change,,,
DHFL,EQ,402.0,404.8,407.9,392.5,397.5,395.55,399.79,1984614,793435506.3,31616,533717,26.89,-1.6044776119402917,Negative,,,
DHFL,EQ,395.55,397.45,407.6,397.3,404.95,405.5,403.71,3393790,1370107530.85,56100,1958807,57.72,2.5154847680444847,Positive,,,
DHFL,EQ,405.5,411.9,415.45,408.7,411.0,410.65,411.89,2555251,1052480440.75,35435,760344,29.76,1.2700369913686729,Positive,,,
DHFL,EQ,410.65,412.0,419.7,409.95,411.2,410.95,414.27,1944213,805426135.55,37384,578026,29.73,0.07305491294289368,Slight or No change,,,
DHFL,EQ,410.95,411.2,414.0,408.0,412.8,412.15,411.35,1364490,561285704.5,29192,535078,39.21,0.2920063268037509,Slight or No change,,,
DHFL,EQ,412.15,414.45,421.45,412.55,418.0,416.65,417.86,2502720,1045783694.95,55464,969147,38.72,1.091835496785154,Positive,,,
DHFL,EQ,416.65,417.7,419.8,414.0,416.5,416.9,416.54,1364330,568303436.6,40287,516303,37.84,0.060002400096004216,Slight or No change,412.954,433.925,391.982
DHFL,EQ,416.9,418.5,420.5,410.25,413.5,414.25,415.03,1208328,501494025.75,14783,477032,39.48,-0.6356440393379681,Slight negative,411.729,429.871,393.586
DHFL,EQ,414.25,415.0,431.95,414.0,431.55,430.75,426.07,2860841,1218918845.95,34776,876492,30.64,3.9831019915509858,Among top gainers,412.179,431.922,392.435
DHFL,EQ,430.75,433.0,434.85,422.15,423.8,424.6,428.24,2238759,958716790.2,28924,602812,26.93,-1.4277423099245399,Negative,411.864,430.567,393.162
DHFL,EQ,424.6,426.8,433.9,422.25,433.8,431.45,428.56,2066575,885659061.55,27190,457660,22.15,1.6132830899670214,Positive,412.829,434.099,391.559
DHFL,EQ,431.45,435.0,438.0,430.4,433.6,434.45,434.23,2019357,876868807.1,22017,451099,22.34,0.6953297021671023,Slight positive,414.989,438.51,391.468
DHFL,EQ,434.45,434.7,437.8,432.65,435.3,435.7,435.56,1429383,622587953.5,16806,466865,32.66,0.2877201058810064,Slight or No change,417.254,442.273,392.234
DHFL,EQ,435.7,433.2,436.2,425.15,429.0,428.35,430.75,1379624,594274467.1,26398,434735,31.51,-1.6869405554280403,Negative,419.136,443.157,395.115
DHFL,EQ,428.35,429.6,444.25,429.1,439.55,440.1,439.05,3321654,1458365000.15,41823,933218,28.09,2.7430839266954665,Positive,422.318,444.622,400.014
DHFL,EQ,440.1,442.0,449.0,441.55,446.5,446.4,445.28,2551411,1136098515.4,34430,489987,19.2,1.4314928425357865,Positive,425.239,448.736,401.742
DHFL,EQ,446.4,446.0,464.7,443.4,464.7,463.25,457.28,4737401,2166328484.85,71522,1467727,30.98,3.774641577060933,Among top gainers,428.996,458.498,399.494
DHFL,EQ,463.25,464.0,466.6,451.1,452.7,454.8,458.71,2954283,1355149638.3,32086,1025700,34.72,-1.8240690771721524,Negative,432.129,462.67,401.587
DHFL,EQ,454.8,457.0,461.95,455.1,458.4,458.85,459.13,1791880,822712860.9,19516,618637,34.52,0.8905013192612055,Slight positive,435.464,466.797,404.132
DHFL,EQ,458.85,459.5,466.85,455.55,459.45,459.9,462.15,1881586,869579584.2,22681,423060,22.48,0.22883295194506825,Slight or No change,438.554,470.419,406.688
DHFL,EQ,459.9,458.1,465.4,457.6,461.1,461.2,462.28,1619491,748665790.95,22427,842739,52.04,0.28267014568383875,Slight or No change,441.718,473.116,410.32
DHFL,EQ,461.2,462.0,468.7,452.55,457.3,456.5,462.07,2461041,1137170594.45,43205,997511,40.53,-1.01908065915004,Negative,444.736,472.694,416.777
DHFL,EQ,456.5,457.95,458.1,436.0,440.7,439.8,442.98,2791780,1236712730.95,39621,790680,28.32,-3.658269441401973,Among top losers,445.382,472.349,418.416
DHFL,EQ,439.8,440.0,440.7,422.7,425.8,426.5,428.55,1939472,831153144.4,29067,512153,26.41,-3.0241018644838635,Among top losers,445.518,472.049,418.986
DHFL,EQ,426.5,423.5,435.0,417.85,428.0,427.85,427.72,1953283,835465707.9,20884,541618,27.73,0.3165298944900474,Slight or No change,445.261,472.441,418.08
DHFL,EQ,427.85,428.75,442.0,428.75,437.4,436.2,436.68,2107207,920173664.05,25842,355323,16.86,1.9516185579057987,Positive,445.386,472.368,418.404
DHFL,EQ,436.2,436.95,439.5,430.0,436.5,437.2,435.84,1646879,717769327.05,24761,489505,29.72,0.2292526364053193,Slight or No change,445.493,472.321,418.665
DHFL,EQ,437.2,437.2,445.5,437.2,443.15,442.45,442.4,1227960,543248911.7,16702,461260,37.56,1.2008234217749214,Positive,446.5,471.556,421.444
DHFL,EQ,442.45,443.05,446.45,432.15,436.3,435.95,438.04,1333859,584277160.2,18814,416523,31.23,-1.4690925528308307,Negative,446.204,471.68,420.727
DHFL,EQ,435.95,438.0,438.8,433.6,435.75,435.8,435.88,1210598,527673593.85,23646,482080,39.82,-0.03440761555223437,Slight or No change,445.446,471.521,419.372
DHFL,EQ,435.8,436.0,442.15,435.8,437.05,437.9,439.77,1242291,546324106.85,33297,459568,36.99,0.4818724185406076,Slight or No change,443.636,467.838,419.434
DHFL,EQ,437.9,436.95,438.95,434.5,435.15,435.55,436.16,760038,331501468.55,13828,234649,30.87,-0.5366522036994725,Slight negative,442.261,465.912,418.61
DHFL,EQ,435.55,435.95,471.0,435.95,437.5,437.05,437.81,160422,70234701.8,2814,67370,42.0,0.3443921478590184,Slight or No change,440.704,462.443,418.964
DHFL,EQ,437.05,438.9,446.5,435.0,436.5,437.45,441.49,1517250,669853461.7,21319,528288,34.82,0.0915227090721782,Slight or No change,439.1,457.845,420.355
DHFL,EQ,437.45,438.0,438.0,428.3,435.95,434.9,432.52,1553082,671746386.3,30534,467384,30.09,-0.5829237627157369,Slight negative,437.221,451.054,423.389
DHFL,EQ,434.9,436.1,444.4,434.45,443.5,443.0,440.94,3079509,1357874423.3,67445,1442954,46.86,1.8624971257760412,Positive,436.257,445.381,427.133
DHFL,EQ,443.0,445.5,446.0,440.0,442.5,443.05,442.9,1795677,795311338.2,31013,656629,36.57,0.011286681715572122,Slight or No change,436.489,446.151,426.828
DHFL,EQ,443.05,446.0,457.6,442.0,457.2,456.15,451.39,2449950,1105894153.95,27802,760330,31.03,2.95677688748448,Positive,438.607,451.345,425.869
DHFL,EQ,456.15,457.15,463.2,454.4,460.0,459.75,459.64,3357752,1543371886.4,32997,1046532,31.17,0.7892140743176679,Slight positive,440.886,456.437,425.335
DHFL,EQ,459.75,462.8,470.9,460.25,470.1,469.25,467.03,2427825,1133875070.85,37621,915013,37.69,2.066340402392597,Positive,443.246,464.662,421.831
DHFL,EQ,469.25,471.2,478.65,469.55,477.7,477.6,474.23,2981582,1413968599.2,36286,1225385,41.1,1.7794352690463588,Positive,446.132,473.964,418.3
DHFL,EQ,477.6,478.4,478.5,447.2,457.45,458.75,461.53,6291819,2903881018.85,80104,1532637,24.36,-3.9468174204355115,Among top losers,447.296,475.82,418.773
DHFL,EQ,458.75,461.0,462.65,453.0,456.0,455.9,457.69,1385041,633914365.05,21027,259704,18.75,-0.6212534059945596,Slight negative,448.721,476.793,420.65
DHFL,EQ,455.9,456.0,463.9,454.3,463.0,462.55,459.68,2062120,947921481.0,35819,524738,25.45,1.4586532134239991,Positive,450.632,478.556,422.708
DHFL,EQ,462.55,463.5,465.5,456.1,459.25,458.75,461.04,1083418,499496246.1,15608,211653,19.54,-0.8215328072640804,Slight negative,452.121,479.335,424.907
DHFL,EQ,458.75,461.45,462.5,446.25,453.0,449.75,454.05,2504065,1136976463.8,29973,1325047,52.92,-1.9618528610354182,Negative,453.136,478.698,427.574
DHFL,EQ,449.75,449.95,461.75,448.25,459.15,460.4,457.5,2123506,971503844.75,22015,663457,31.24,2.3679822123401806,Positive,454.804,478.846,430.761
DHFL,EQ,460.4,464.05,464.3,455.9,457.1,456.75,459.53,1630032,749041184.9,22726,521604,32.0,-0.7927888792354398,Slight negative,456.182,478.054,434.311
DHFL,EQ,456.75,459.0,466.85,457.0,466.7,465.95,462.64,1503150,695415047.5,32788,618014,41.11,2.0142309797482216,Positive,458.4,477.032,439.768
DHFL,EQ,465.95,468.0,468.5,459.0,459.1,460.8,462.25,1827849,844919286.5,33915,671842,36.76,-1.1052688056658375,Negative,459.671,476.073,443.27
DHFL,EQ,460.8,460.0,460.0,446.25,451.3,450.85,454.7,1612049,732998680.1,58235,761770,47.25,-2.159288194444442,Negative,460.229,474.602,445.855
DHFL,EQ,450.85,448.95,458.3,443.25,456.55,456.7,452.36,1246601,563909997.05,23628,355572,28.52,1.297549073971371,Positive,460.268,474.597,445.939
DHFL,EQ,456.7,459.0,462.5,454.6,456.35,456.75,458.49,1280797,587230220.1,17113,626770,48.94,0.010948105977659495,Slight or No change,460.054,474.505,445.602
DHFL,EQ,456.75,457.4,461.5,446.5,449.0,448.85,452.62,1258837,569777148.2,19148,468130,37.19,-1.7296113847837913,Negative,458.596,473.167,444.026
DHFL,EQ,448.85,446.0,447.4,424.2,424.7,427.85,433.97,2466869,1070542238.55,32965,802186,32.52,-4.678623148045002,Among top losers,455.043,473.418,436.668
DHFL,EQ,427.85,422.05,427.35,391.3,412.05,406.35,413.01,2707782,1118349256.05,31600,620918,22.93,-5.025125628140703,Among top losers,451.3,482.964,419.636
DHFL,EQ,406.35,395.05,420.0,391.2,419.0,416.8,410.4,2937478,1205552580.95,39572,560370,19.08,2.5716746646979205,Positive,448.507,484.959,412.055
DHFL,EQ,416.8,422.4,441.4,422.4,437.05,438.75,432.25,2106047,910347082.95,25923,440538,20.92,5.26631477927062,Among top gainers,446.807,482.653,410.962
DHFL,EQ,438.75,440.45,453.15,427.65,448.0,449.0,444.73,3625967,1612584999.1,35229,615508,16.98,2.3361823361823357,Positive,446.111,481.33,410.891
DHFL,EQ,449.0,449.3,454.5,443.4,448.0,448.45,449.07,1409477,632960760.15,17189,326351,23.15,-0.12249443207127395,Slight or No change,446.018,481.203,410.833
DHFL,EQ,448.45,440.0,453.0,438.05,450.05,450.35,444.72,2096498,932355212.1,30292,470750,22.45,0.42368156985170813,Slight or No change,445.3,479.62,410.98
DHFL,EQ,450.35,447.0,462.25,446.25,449.0,448.75,456.07,5630103,2567693580.55,48189,1598549,28.39,-0.3552792272676908,Slight or No change,444.729,478.489,410.968
DHFL,EQ,448.75,451.0,464.0,449.6,458.5,455.8,457.1,4689830,2143738156.1,68302,1110363,23.68,1.5710306406685248,Positive,444.004,476.201,411.806
DHFL,EQ,455.8,458.75,471.0,457.15,469.9,467.75,464.7,4611259,2142862415.6,39954,1257529,27.27,2.621763931548915,Positive,444.5,478.001,410.999
DHFL,EQ,467.75,470.0,480.0,467.35,472.55,474.05,474.32,5950326,2822382508.5,46610,558261,9.38,1.3468733297701707,Positive,446.157,483.127,409.187
DHFL,EQ,474.05,476.0,494.45,473.0,491.85,490.95,483.18,5986903,2892743112.25,48791,946079,15.8,3.5650247864149387,Among top gainers,448.604,492.468,404.739
DHFL,EQ,490.95,490.7,500.9,485.55,493.1,493.4,494.92,6533564,3233567926.9,56288,885500,13.55,0.4990324880334018,Slight or No change,451.221,501.138,401.305
DHFL,EQ,493.4,498.5,507.0,497.0,502.4,503.4,503.66,4406197,2219203424.0,37362,424062,9.62,2.0267531414673634,Positive,455.118,512.234,398.002
DHFL,EQ,503.4,503.0,507.9,501.0,504.9,505.2,504.55,5634352,2842814522.95,50767,1791702,31.8,0.35756853396902155,Slight or No change,460.643,521.254,400.032
DHFL,EQ,505.2,507.2,519.5,502.15,515.45,516.95,513.09,3696712,1896732298.4,29734,426170,11.53,2.3258115597783124,Positive,468.543,527.479,409.607
DHFL,EQ,516.95,517.95,526.75,510.75,521.0,520.85,519.69,4044941,2102111150.5,40614,412542,10.2,0.7544249927459168,Slight positive,475.975,533.015,418.935
DHFL,EQ,520.85,524.0,553.4,522.1,549.8,550.35,538.84,6145012,3311208206.0,66343,724381,11.79,5.6638187577997545,Among top gainers,483.946,549.181,418.712
DHFL,EQ,550.35,548.0,562.1,544.8,554.4,556.0,554.89,6612304,3669084558.2,57478,475715,7.19,1.0266194240029058,Positive,491.589,563.877,419.301
DHFL,EQ,556.0,560.0,563.55,540.0,550.95,550.95,553.69,5799758,3211284421.45,62044,799205,13.78,-0.908273381294955,Slight negative,498.911,573.115,424.707
DHFL,EQ,550.95,555.95,555.95,542.0,544.75,544.3,546.47,3627433,1982284218.45,38470,1016590,28.03,-1.207006080406592,Negative,505.621,577.875,433.368
DHFL,EQ,544.3,547.0,559.85,538.4,547.55,548.3,549.89,7750776,4262045736.4,50417,848266,10.94,0.7348888480617211,Slight positive,512.732,580.319,445.145
DHFL,EQ,548.3,551.7,564.4,547.2,555.8,557.8,556.7,9243811,5146050461.95,68392,1028810,11.13,1.7326281232901808,Positive,520.018,583.002,457.034
DHFL,EQ,557.8,556.0,564.9,549.45,551.0,552.1,557.45,3324914,1853471238.35,33428,611465,18.39,-1.0218716385801296,Negative,526.043,583.373,468.713
DHFL,EQ,552.1,557.7,566.25,555.05,560.7,561.0,560.32,4940950,2768534168.65,41822,626434,12.68,1.6120268067379095,Positive,532.254,583.875,480.632
DHFL,EQ,561.0,558.9,579.4,550.1,578.0,568.3,562.1,3851127,2164725643.5,42320,1380907,35.86,1.3012477718360005,Positive,537.779,586.852,488.705
DHFL,EQ,568.3,578.5,607.2,578.2,605.9,602.05,598.31,8201302,4906890357.55,72082,738702,9.01,5.93876473693471,Among top gainers,545.539,598.584,492.494
DHFL,EQ,602.05,608.7,618.0,603.3,613.0,609.4,610.42,5315579,3244723318.25,51118,697130,13.11,1.2208288348143803,Positive,553.111,610.341,495.881
DHFL,EQ,609.4,609.4,609.4,553.45,586.8,590.75,593.92,6240593,3706419458.2,72168,983638,15.76,-3.060387266163433,Among top losers,559.221,612.551,505.892
DHFL,EQ,590.75,590.75,601.0,566.55,590.0,595.4,584.64,6874575,4019181546.25,62085,1102827,16.04,0.7871349978840314,Slight positive,564.825,615.439,514.211
DHFL,EQ,595.4,586.9,587.9,560.1,561.0,568.2,575.79,5176957,2980822568.55,60569,1289300,24.9,-4.568357406785339,Among top losers,568.207,612.036,524.379
DHFL,EQ,568.2,562.9,565.55,520.0,525.0,524.55,532.7,8695439,4632069920.5,131574,3634203,41.79,-7.682154171066546,Bear drop,566.364,615.299,517.429
DHFL,EQ,524.55,525.0,559.65,524.75,553.85,556.4,544.8,11497697,6263932743.35,120050,3170416,27.57,6.0718711276332105,Among top gainers,566.393,615.302,517.483
DHFL,EQ,556.4,559.0,560.0,520.0,529.2,525.55,538.49,5825402,3136921839.2,118699,1853506,31.82,-5.544572250179735,Among top losers,564.579,617.662,511.495
DHFL,EQ,525.55,531.0,538.0,512.65,536.75,534.35,531.85,4758109,2530616471.3,65099,1414775,29.73,1.6744363048235344,Positive,563.868,618.368,509.367
DHFL,EQ,534.35,538.85,559.55,538.85,554.75,549.65,553.27,4957207,2742661928.5,58131,1197142,24.15,2.8632918499110978,Positive,563.964,618.351,509.578
DHFL,EQ,549.65,561.15,562.1,546.0,548.85,549.7,552.58,7161529,3957342412.95,78384,3298870,46.06,0.009096697898680615,Slight or No change,563.386,618.225,508.546
DHFL,EQ,549.7,553.0,560.0,545.2,557.8,553.85,554.07,4688610,2597811486.9,53367,1215817,25.93,0.754957249408772,Slight positive,563.511,618.247,508.774
DHFL,EQ,553.85,556.9,576.15,554.5,559.75,558.1,566.08,7114195,4027223949.35,96183,1691899,23.78,0.7673557822515109,Slight positive,563.304,618.103,508.504
DHFL,EQ,558.1,562.5,565.5,544.25,546.0,546.55,555.11,6214734,3449877643.8,107113,2455845,39.52,-2.0695215911127107,Negative,561.75,617.169,506.331
DHFL,EQ,546.55,551.0,551.5,527.45,545.2,544.7,543.11,3587642,1948493228.8,56500,1182416,32.96,-0.3384868721983181,Slight or No change,557.654,608.533,506.774
DHFL,EQ,544.7,548.0,558.0,547.1,551.25,551.55,552.82,3979626,2200030359.6,40472,1336967,33.6,1.2575729759500387,Positive,553.521,594.785,512.258
DHFL,EQ,551.55,557.0,557.5,520.5,521.25,526.15,535.49,8233523,4408936479.75,92494,2208933,26.83,-4.605203517360168,Among top losers,548.907,586.524,511.29
DHFL,EQ,526.15,528.2,543.7,523.65,531.15,532.0,533.03,7519111,4007896622.9,72638,1463313,19.46,1.1118502328233415,Positive,544.379,571.757,517.0
DHFL,EQ,532.0,533.0,546.85,532.0,535.65,537.8,538.35,10918209,5877809151.25,102803,3150693,28.86,1.0902255639097636,Positive,542.207,566.039,518.375
DHFL,EQ,537.8,541.0,564.9,538.35,564.45,558.25,550.23,14842280,8166679672.95,143529,2582409,17.4,3.802528821123108,Among top gainers,544.614,567.555,521.674
DHFL,EQ,558.25,560.0,599.9,557.0,584.75,591.85,581.07,17675001,10270423813.65,154183,2981230,16.87,6.018808777429463,Among top gainers,547.146,580.946,513.347
DHFL,EQ,591.85,586.0,607.9,584.4,597.9,602.5,598.84,11557153,6920912660.1,105314,1689782,14.62,1.7994424262904432,Positive,552.643,595.205,510.08
DHFL,EQ,602.5,598.0,610.5,585.25,588.5,594.35,602.81,3824258,2305308548.1,31101,825938,21.6,-1.3526970954356845,Negative,556.929,603.455,510.402
DHFL,EQ,594.35,598.0,604.8,573.6,585.5,582.95,591.33,7375531,4361397502.95,56515,1012271,13.72,-1.9180617481282078,Negative,559.307,607.602,511.012
DHFL,EQ,582.95,586.5,604.3,579.5,595.8,596.65,596.63,7910833,4719816195.85,67277,1330562,16.82,2.3501157903765173,Positive,562.661,614.474,510.848
DHFL,EQ,596.65,599.8,602.4,568.8,581.4,577.8,577.57,9783883,5650868362.15,87000,2156481,22.04,-3.1593061258694437,Among top losers,564.371,616.512,512.231
DHFL,EQ,577.8,583.9,614.45,573.55,598.0,603.65,599.11,16212629,9713127587.25,102090,3345828,20.64,4.473866389754244,Among top gainers,567.625,623.622,511.628
DHFL,EQ,603.65,603.7,619.9,582.3,610.75,611.55,598.64,10417993,6236656567.2,61809,2383253,22.88,1.3087053756315692,Positive,572.268,631.427,513.109
DHFL,EQ,611.55,614.8,652.4,611.2,647.0,647.9,634.84,10072988,6394770612.45,86296,2465310,24.47,5.943913007930667,Among top gainers,579.639,648.863,510.415
DHFL,EQ,647.9,651.65,653.3,637.25,641.5,642.75,644.54,5702864,3675738264.25,51164,1438464,25.22,-0.7948757524309236,Slight negative,586.154,660.933,511.375
DHFL,EQ,642.75,649.0,657.0,638.6,638.7,642.25,647.16,5877409,3803645260.55,58181,1339827,22.8,-0.0777907429015956,Slight or No change,594.446,666.252,522.641
DHFL,EQ,642.25,646.45,662.8,642.7,650.3,649.75,654.01,7105285,4646939277.55,49127,2204455,31.03,1.1677695601401306,Positive,602.857,670.626,535.089
DHFL,EQ,649.75,651.0,679.0,647.7,667.5,665.65,665.85,8917594,5937771166.85,57037,1082133,12.13,2.447095036552516,Positive,611.989,676.365,547.614
DHFL,EQ,665.65,666.65,671.25,638.75,641.45,642.15,648.48,6844600,4438555289.8,47377,2793362,40.81,-3.5303838353489048,Among top losers,617.982,676.127,559.837
DHFL,EQ,642.15,645.0,649.65,626.1,629.5,632.85,635.22,3765843,2392154573.95,48725,755296,20.06,-1.4482597523942986,Negative,620.911,677.495,564.326
DHFL,EQ,632.85,633.4,637.55,620.0,624.25,624.0,626.71,3792422,2376730111.3,33236,932766,24.6,-1.3984356482578897,Negative,622.446,678.037,566.856
DHFL,EQ,624.0,626.6,653.5,626.55,634.15,633.0,642.25,10926166,7017333429.0,73835,2424874,22.19,1.4423076923076872,Positive,625.207,678.581,571.833
